5000	0.000793988	0.000427627	0.000441483	0.000436454	0.000442996	0.00042923	0.000422216	0.00042951	0.000421275	0.000417017
6000	0.000527015	0.000520533	0.000526123	0.000521284	0.000520772	0.000516976	0.000531594	0.000523979	0.000521975	0.000515884
7000	0.00061462	0.000609791	0.000612926	0.000600384	0.000610452	0.000616003	0.000619198	0.000615602	0.000620842	0.000613047
8000	0.000719819	0.000711122	0.000743934	0.00072596	0.000709579	0.000717715	0.000716964	0.000713076	0.000724077	0.000737963
9000	0.000829215	0.000836599	0.00082146	0.000819718	0.000814597	0.000824386	0.000816	0.000835156	0.000816471	0.000811311
10000	0.000925747	0.000905579	0.000935856	0.000913114	0.000944211	0.00092185	0.000934815	0.0009169	0.000923223	0.000940826
20000	0.0019533	0.00195976	0.00208005	0.00199754	0.00198041	0.00195682	0.00198129	0.0019858	0.00200214	0.00207523
30000	0.00307569	0.00329324	0.00310486	0.00305724	0.0031084	0.00309527	0.00307274	0.00320194	0.00307872	0.0030926
40000	0.00421334	0.00428642	0.00416563	0.00424556	0.00420042	0.00421445	0.00416736	0.00416441	0.00420721	0.00421638
50000	0.00541569	0.00538698	0.00549112	0.00529723	0.00543025	0.0053729	0.00533497	0.00535459	0.00539605	0.00540685
60000	0.00646555	0.00670719	0.00660167	0.00657105	0.00653167	0.00652316	0.00652014	0.00663227	0.00652898	0.00656916
70000	0.00776714	0.00776707	0.00768304	0.00770313	0.00763277	0.00780107	0.00763857	0.00772169	0.00791576	0.0077954
80000	0.00897206	0.00896942	0.00848381	0.00859845	0.0085085	0.00902316	0.00903409	0.00907348	0.00912654	0.0089173
